MLS,Community,Address,St,List Price,Sold Price,Tot Flr Area AG Metres,Style,Rooms Above Grade,Beds Total,Baths Full,Baths Half,Ensuite YN,Yr Built,Front Exposure,Frontage Metres,Num Finished FP,Basement Development,Enclosed Parking,Parking,Occupancy,Possession Notes,DOM,Condo Name,Construction Type,Flooring,Tot Flr Area A.G. (SF),Realtor
C4258855,Tuscany, 25  TUSCANY HILLS CR NW,A,"$599,990 ",,190.265,2 Storey,8,4,3,1,Yes,1998,East,13.41,,Fully Finished,2,Double Garage Attached,Seller,Negotiable,2,,Wood Frame,"Hardwood, Slate","2,048",Jeff Neustaedter
C4258884,Kelvin Grove, 7316  Kelsey PL SW,A,"$799,000 ",,225.94,2 Storey,9,4,2,1,Yes,1962,West,19.8,1,Partly Finished,2,"Double Garage Detached, Front Drive Access",Owner,negotiable,2,,Wood Frame,"Carpet, Hardwood, Linoleum, Stone","2,432",Gayle Peddle
C4258686,Artesia at Heritage Pointe, 49  Waters Edge DR,A,"$1,095,000 ",,170.291,Bungalow,6,3,2,1,Yes,2016,North,22,1,Fully Finished,3,"Triple Garage Attached, Over Sized",Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,833",Sam Corea
C4259013,Cambridge Glen, 9  CAMBRIA PL,A,"$384,900 ",,158.4,2 Storey,8,4,3,1,Yes,1997,North,15.24,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,705",Alisa Wurz
C4258827,Westmere, 234  SPRINGMERE PL,A,"$478,500 ",,185.806,2 Storey,7,3,2,1,Yes,2000,East,12.57,1,Unfinished,4,"Triple Garage Attached, Quad or More Attached, Front Drive Access, Over Sized, RV Parking",Seller,negotiable,4,,Wood Frame,"Carpet, Hardwood, Linoleum","2,000",Tony Woo
C4258959,Elbow Park, 3910  Elbow DR SW,A,"$674,900 ",,119.752,Bungalow,6,2,2,0,No,1946,West,15.24,1,Unfinished,1,Single Garage Detached,Seller,negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,289",Gillian Stewart
C4259002,Signal Hill, 98  SIERRA MORENA CL SW,A,"$645,000 ",,192.123,2 Storey,8,4,3,1,Yes,1994,East,8.5,,Fully Finished,2,"Double Garage Attached, 2 Outdoor Stalls",Owner,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","2,068",Muhammad Azeem
C4258756,None, 241  Harvest Hills RD,A,"$230,000 ",,98.013,Bungalow,5,3,3,0,Yes,2007,Northwest,10,1,Fully Finished,2,"Double Garage Detached, Insulated, Front Drive Access",Seller,negotiable,4,,Wood Frame,"Laminate Flooring, Linoleum","1,055",Joyce O'Neill
C4258500,Cimarron Park, 8  CIMARRON TR,A,"$449,500 ",,200.02,2 Storey,10,4,3,1,Yes,2000,West,13.6,,Fully Finished,2,Double Garage Attached,Owner,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,153",Robyn Schidlowsky
C4259004,Temple, 4303  55 ST NE,A,"$369,900 ",,100.428,Bi-Level,5,4,2,1,No,1978,East,15.2,,Fully Finished,,Front Drive Access,Seller,Negotiable,2,,Wood Frame,"Carpet, Laminate Flooring","1,081",Kathleen Alexander
C4258612,Brentwood, 5024  BENSON RD NW,A,"$549,900 ",,110.648,Bungalow,6,4,2,0,No,1963,Southwest,15.5,,Fully Finished,2,Double Garage Detached,Vacant,Ne,2,,Wood Frame,"Carpet Over Hardwood, Ceramic Tile, Linoleum","1,191",Merion Malone
C4258695,Sherwood, 96  SHERWOOD CR NW,A,"$609,900 ",,220.459,2 Storey,8,3,3,1,Yes,2009,East,13.5,1,Fully Finished,2,Double Garage Attached,Seller,negotiable,4,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,373",Eric Drinkwater
C4258996,Auburn Bay, 43  AUBURN SOUND MR SE,A,"$725,000 ",,158.585,Bungalow,6,2,2,1,Yes,2009,North,13.44,1,Fully Finished,2,Double Garage Attached,Owner,negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,707",Rachel R Vanderveen
C4259016,McKenzie Towne, 155  ELGIN TC SE,A,"$459,000 ",,187.385,2 Storey,9,3,2,1,Yes,2007,Northwest,10.28,,Unfinished,2,Double Garage Detached,Vacant,Immediate,2,,Wood Frame,"Carpet, Linoleum","2,017",Mathew Said Morley
C4259021,Bayside, 1730  BAYWATER ST SW,A,"$499,900 ",,215.721,2 Storey,8,3,2,1,Yes,2010,West,13,1,Unfinished,2,"Double Garage Attached, Insulated",Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,322",Kent Faubert
C4259063,Panorama Hills, 15  PANAMOUNT MR NW,A,"$549,900 ",,216.371,2 Storey,8,3,2,1,Yes,2005,North,12.18,1,Unfinished,2,"Double Garage Attached, Over Sized",Vacant,Flexible,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,329",David A Williams
C4258507,Valley Ridge, 250  VALLEY SPRINGS TC NW,A,"$800,000 ",,266.446,2 Storey,10,6,3,1,Yes,1996,Southwest,14.65,2,Fully Finished,4,"Double Garage Attached, Triple Garage Attached, Quad or More Attached, Tandem",Seller,negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,868",Marnie Campbell
C4258962,Tuscany, 208  TUSCANY RIDGE VW NW,A,"$599,900 ",,195.561,2 Storey,7,3,3,1,Yes,1999,East,10.08,2,Fully Finished,2,"Double Garage Attached, Insulated, Over Sized",Seller,Negotiable,2,,Wood Frame,"Carpet, Non-Ceramic Tile","2,105",Errol Biebrick
C4258632,Braeside, 227  BRACEWOOD RD SW,A,"$329,900 ",,99.964,4 Lvl Split,6,5,2,0,No,1977,South,14.63,1,Partly Finished,2,Double Garage Detached,Vacant,(NEG),2,,Wood Frame,"Carpet, Laminate Flooring, Linoleum","1,076",Barbara Chapman
C4259051,Silverado, 154  SILVERADO BANK CI SW,A,"$564,900 ",,247.958,2 Storey,12,4,2,1,Yes,2008,West,12.2,1,Unfinished,2,"Double Garage Attached, Insulated, Front Drive Access, Heated, Over Sized",Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,669",Simon D Hunt
C4258927,Upper Mount Royal, 1111  Premier WY SW,A,"$1,997,500 ",,296.454,2 Storey,10,4,3,1,Yes,2014,North,15.23,1,Fully Finished,3,"Triple Garage Attached, Heated, Tandem",Seller,Negotiable,2,,Wood Frame,"Carpet, Hardwood, Non-Ceramic Tile","3,191",Sam Olschewski
C4259048,Cougar Ridge, 74  COUGARSTONE CR SW,A,"$699,888 ",,214.699,2 Storey,6,5,3,1,Yes,2004,South,14.04,1,Fully Finished,2,Double Garage Attached,Vacant,negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,311",Ali Menhem
C4258923,Abbeydale, 54  ABALONE CR NE,A,"$339,000 ",,103.029,2 Storey,5,3,1,2,No,1981,Southeast,9.2,,Fully Finished,,2 Outdoor Stalls,Seller,30/Neg,4,,Wood Frame,"Carpet, Laminate Flooring","1,109",Cathy Pigeon
C4258685,Coach Hill, 239  COACHWAY RD SW,A,"$459,900 ",,142.42,2 Storey,7,3,2,1,Yes,1990,Northwest,7.61,1,Partly Finished,2,Double Garage Detached,Seller,Negotiable,2,,Wood Frame,"Carpet, Hardwood, Linoleum","1,533",Sam Corea
C4253761,Upper Mount Royal, 1401  PROSPECT AV SW,A,"$3,195,000 ",,403.385,2 Storey,9,4,5,1,Yes,1982,North,21.32,3,Fully Finished,2,Double Garage Detached,Owner,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile","4,342",John Hripko
C4257811,Signal Hill, 2635  SIGNAL RIDGE VW SW,A,"$700,000 ",,158.307,4 Lvl Split,6,4,3,0,Yes,1995,East,12.43,1,Fully Finished,2,"Double Garage Attached, Parking Pad Cement or Paved",Owner,30days/Neg,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,704",David Mutch
C4258994,Panorama Hills, 59  PANAMOUNT CI NW,A,"$548,000 ",,232.722,2 Storey,11,3,2,1,Yes,2006,North,10.38,1,Unfinished,2,Double Garage Attached,Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,505",Eddie Li
C4259037,Drake Landing, 22  DRAKE LANDING CM,A,"$449,000 ",,167.969,2 Storey,8,3,2,1,Yes,2007,East,12.2,1,Unfinished,2,"Double Garage Attached, Over Sized",Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile","1,808",Alison Marshall
C4259039,Chaparral, 90  CHAPALINA TC SE,A,"$484,800 ",,204.758,2 Storey,8,3,2,1,Yes,2004,Southeast,10.08,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,204",Randy Keylock
C4258914,West Hillhurst, 2532  4 AV NW,A,"$489,900 ",,84.449,Bungalow,5,3,2,0,No,1950,South,13.74,,Fully Finished,1,"Single Garage Detached, Over Sized",Seller,Negotiable,2,,Wood Frame,"Carpet, Hardwood",909,John Malick
C4258934,Albert Park/Radisson Heights, 3111  RAE CR SE,A,"$364,900 ",,96.805,Bungalow,6,4,2,0,No,1965,East,15.23,,"Fully Finished, Suite",2,Double Garage Detached,Seller,Negotiable,2,,Wood Frame,"Carpet, Linoleum","1,042",Brad R Currie
C4259041,None, 110  Redwood Meadows DR,A,"$549,999 ",,267.561,2 Storey,10,3,2,2,Yes,1981,West,27.7,3,Partly Finished,2,"Double Garage Attached, Shop",Seller,Immediate,4,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","2,880",Lorenda A Coles
C4259011,McKenzie Towne, 41  PRESTWICK WY SE,A,"$377,500 ",,134.709,2 Storey,8,4,2,1,Yes,2001,East,8.5,1,Fully Finished,2,Double Garage Detached,Seller,Negotiable,2,,Wood Frame,"Carpet, Vinyl Plank","1,450",Joe Badin
C4258754,Falconridge, 116  FALTON DR NE,A,"$300,000 ",,82.312,3 Lvl Split,5,2,1,0,No,1981,West,16,,Fully Finished,1,"Single Garage Detached, Over Sized, RV Parking",Seller,negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring",886,Flora Moradzadeh
C4259035,West Valley, 28  West McDougal RD,A,"$319,900 ",,88.072,Bi-Level,5,2,2,0,No,1992,West,13.23,1,Partly Finished,1,Single Garage Attached,Vacant,Negotiable,2,,Wood Frame,"Carpet, Linoleum",948,Shelagh Krause
C4259032,Haysboro, 9239  12 ST SW,A,"$479,900 ",,105.909,Bungalow,5,4,2,0,No,1958,East,16.59,,Fully Finished,2,Double Garage Detached,Vacant,Negotiable,2,,Wood Frame,"Ceramic Tile, Hardwood, Laminate Flooring","1,140",Matt Launhardt
C4258866,Canyon Meadows, 3  CANNA BA SW,A,"$549,900 ",,123.189,Bungalow,6,3,2,0,Yes,1972,East,17.7,,Unfinished,2,Double Garage Detached,Vacant,neg,2,,Wood Frame,Vinyl Plank,"1,326",Shirley E Evans
C4259033,Walden, 61  WALGROVE GD SE,A,"$599,000 ",,250.374,2 Storey,11,4,4,0,Yes,2019,North,34.12,,Unfinished,2,Double Garage Attached,New; Never Occupied,Negotiable,2,,Wood Frame,"Carpet, Laminate Flooring","2,695",Judit Sheikh
C4258440,None, 230095  56 ST E,A,"$1,474,900 ",,276.201,Bungalow,11,3,3,1,Yes,2006,Northeast,,2,Fully Finished,3,"Triple Garage Attached, 220 Volt Wiring, Insulated, Front Drive Access, Heated, Over Sized, Shop",Seller,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,973",Peter MacKenzie
C4258977,Dalhousie, 129  DALHOUSIE RD NW,A,"$967,888 ",,263.194,2 Storey,10,5,3,1,Yes,2003,East,16.99,,Fully Finished,3,"Triple Garage Attached, Front Drive Access",Seller,negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,833",Betty Glumac
C4259019,Summerhill, 10  SYLVAN PL SE,A,"$364,900 ",,90.302,Bungalow,6,4,2,0,No,1980,East,14.3,,Fully Finished,,Parking Pad Gravel,Seller,negotiable,2,,Wood Frame,Laminate Flooring,972,Brad Chapman
C4258978,Brentwood, 2923  BURGESS DR NW,A,"$539,900 ",,102.286,4 Lvl Split,5,4,2,1,No,1961,Northwest,27.95,1,Partly Finished,2,"Double Garage Detached, Over Sized",Seller,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,101",Brittney MacMillan
C4259031,Castleridge, 64  CASTLEFALL GV NE,A,"$364,900 ",,144,2 Storey,7,3,2,1,Yes,1980,South,15.23,,Fully Finished,1,Single Garage Attached,Vacant,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,550",Dalwinder Gill
C4258642,Riverbend, 92  RIVERBIRCH CR SE,A,"$369,900 ",,87.979,Bungalow,6,3,2,0,No,1982,North,11,,Fully Finished,2,Double Garage Detached,Owner,30 Day/neg,3,,Wood Frame,"Hardwood, Linoleum, Non-Ceramic Tile",947,Aman Singh Dhahan
C4259022,Bankview, 2322  19 ST SW,A,"$425,000 ",,95.04,Bungalow,5,4,2,0,No,1951,Southwest,28.26,,Fully Finished,,"2 Outdoor Stalls, Parking Pad Gravel",Vacant,Negotiable,3,,Wood Frame,"Carpet, Hardwood, Linoleum","1,023",Ryan Middleton
C4258815,Abbeydale, 57  ABERDARE RD NE,A,"$324,900 ",,118.451,2 Storey,8,3,1,1,No,1980,Northwest,7.82,,Fully Finished,,No Assigned Parking,Seller,Negotiable,4,,Wood Frame,"Carpet, Linoleum","1,275",Keiran Hughes
C4258422,Monterey Park, 2882  CATALINA BV NE,A,"$488,000 ",,182.183,2 Storey,8,4,3,1,Yes,1988,East,13.39,,Fully Finished,2,Double Garage Attached,Seller,,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,961",Ranjeev Jaswal
C4259024,Penbrooke Meadows, 6120  PENWORTH RD SE,A,"$319,900 ",,107.489,3 Lvl Split,8,3,1,1,Yes,1973,South,15.08,,Fully Finished,2,Double Garage Detached,Owner,Negotiable,3,,Wood Frame,"Laminate Flooring, Linoleum, Non-Ceramic Tile","1,157",Matthew Hasegawa
C4258820,Springbank Links, 515  RODEO RG,A,"$890,000 ",,200.671,Bungalow,6,3,2,1,Yes,2003,South,,,Fully Finished,2,"Double Garage Attached, Front and Rear Drive Access, Heated, Over Sized",Seller,NEGOTIABLE,4,Z-name Not Listed,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,160",Brent W Godin
C4258764,Ravenswood, 130  RAVENSCROFT CL SE,A,"$559,900 ",,201.414,2 Storey,8,3,2,1,No,2013,East,16.04,1,Unfinished,3,"Triple Garage Attached, Insulated, Heated, Over Sized, Tandem",Seller,negotiable,3,,Wood Frame,"Carpet, Hardwood, Non-Ceramic Tile","2,168",Mamie R T Lambert
C4258984,Riverview, 33  RIVERVIEW CL,A,"$499,500 ",,123.004,Bi-Level,7,4,3,0,Yes,1993,South,14.99,2,Fully Finished,2,"Double Garage Attached, Heated",Seller,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,324",Scott R Bellamy
C4258456,Redstone, 105  REDSTONE AV NE,A,"$459,800 ",,149.574,2 Storey,6,4,3,1,Yes,2012,North,8.68,1,"Fully Finished, Suite",2,Double Garage Detached,Owner,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,610",Swarn Dhaliwal
C4258824,None, 226016  76 ST E,A,"$889,000 ",,191.102,Bungalow,7,3,3,0,Yes,2002,Southwest,,2,Fully Finished,5,"Double Garage Attached, Triple Garage Detached, Heated, Over Sized",Seller,Negotiable,3,,Wood Frame,"Ceramic Tile, Laminate Flooring, Linoleum","2,057",Dave L Nicholson
C4258924,Evanston, 107  EVANSBROOKE MR NW,A,"$538,000 ",,183.483,2 Storey,8,3,2,1,Yes,2005,South,10.91,,Unfinished,2,Double Garage Attached,Seller,Negotiable,3,,Wood Frame,"Carpet, Hardwood","1,975",Karen Lewis
C4259000,Cranston, 36  CRANARCH HT SE,A,"$998,000 ",,207.174,Bungalow,7,3,2,1,Yes,2010,East,21.41,1,Fully Finished,3,Triple Garage Attached,Vacant,negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,230",Kira Dixon
C4259003,Valley Ridge, 127  VALLEY BROOK CI NW,A,"$489,000 ",,154.405,2 Storey,7,3,2,2,Yes,1997,East,11.8,,Fully Finished,2,Double Garage Attached,Seller,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,662",Gerard Chiasson
C4258955,Renfrew, 1427  CHILD AV NE,A,"$1,375,000 ",,245.636,2 Storey,8,4,3,1,Yes,2008,Northeast,15,3,Fully Finished,2,"Double Garage Detached, Over Sized",Seller,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,644",Sam Patel
C4258639,River Song, 2  RIVIERA VW,A,"$669,000 ",,236.531,2 Storey,8,3,2,1,Yes,2016,West,10.98,,Unfinished,2,Double Garage Attached,Owner,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,546",Kendra Watt
C4258881,Citadel, 137  Citadel Bluff CL NW,A,"$424,900 ",,115.757,2 Storey,6,3,2,1,Yes,2001,South,9.96,,Fully Finished,2,Double Garage Attached,Owner,NEGOTIABLE,3,,Wood Frame,"Carpet, Linoleum","1,246",Frozan Liaqat
C4258985,McKenzie Lake, 18  MCKERNAN PL SE,A,"$329,900 ",,120.495,2 Storey,6,3,2,1,No,1981,Northwest,6.19,,Partly Finished,,Stall,Vacant,NEGOTIABLE,3,,Wood Frame,"Carpet, Laminate Flooring","1,297",Leslie Dianne Schmeiler
C4258960,Sundance, 387  SUNLAKE RD SE,A,"$499,900 ",,180.789,4 Lvl Split,7,4,3,1,Yes,1993,West,13.4,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,3,,Wood Frame,"Carpet, Hardwood, Linoleum","1,946",Michael Sherrard
C4258723,None, 280005  RGE RD 253,A,"$550,000 ",,115.2,Bungalow,6,3,1,0,No,1960,East,,,Partly Finished,0,"Quad or More Detached, Parking Pad Gravel, RV Parking",Owner,NEG,3,,Wood Frame,"Carpet, Hardwood, Linoleum","1,240",Kerry Bostick
C4258909,West Hillhurst, 2311  9 AV NW,A,"$1,899,900 ",,297.29,2 Storey,9,4,4,1,No,2019,North,15.24,3,Fully Finished,2,Double Garage Attached,New; Never Occupied,Negotiable,2,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","3,200",Jason Page
C4258478,Acadia, 9836  AVALON RD SE,A,"$448,800 ",,107.303,Bungalow,6,4,2,1,Yes,1962,West,15.25,,Fully Finished,2,Double Garage Detached,Seller,Negotiable,3,,Wood Frame,"Hardwood, Laminate Flooring, Vinyl Plank","1,155",Grant W Hunter
C4258771,Cranston, 40 SE  CRANARCH BA SE,A,"$675,000 ",,229.935,2 Storey,8,4,3,1,Yes,2011,South,12.59,1,Fully Finished,4,"Double Garage Attached, Heated, Over Sized, Tandem",Seller,DAYS/NEG,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,475",Serge Morin
C4254573,Elbow Park, 4109  8 ST SW,A,"$2,200,000 ",,332.5,2 Storey,10,4,2,2,Yes,1996,East,19.96,3,Partly Finished,3,"Triple Garage Attached, Insulated, Front Drive Access, Heated",Seller,Negotiable,3,,Wood Frame,"Carpet, Hardwood","3,579",Donna Rooney
C4258798,Crystal Shores, 71  CRYSTAL SHORES CR,A,"$394,850 ",,158.585,2 Storey,8,3,2,1,Yes,2005,South,11.22,,Unfinished,2,Double Garage Attached,Seller,negotiable,3,,Wood Frame,"Carpet, Laminate Flooring","1,707",Brett Murrell
C4258726,Spruce Cliff, 25B  TAMARAC CR SW,A,"$749,900 ",,170.477,2 Storey,8,3,3,1,Yes,2003,North,8.51,1,Fully Finished,2,Double Garage Detached,Seller,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,835",Len T Wong
C4258372,Woodhaven, 114  Woodbend WY,A,"$384,000 ",,186.549,2 Sty Split,9,4,2,1,Yes,1981,East,16.2,1,Unfinished,2,"Double Garage Attached, Over Sized",Vacant,Vacant,5,,Wood Frame,"Ceramic Tile, Laminate Flooring","2,008",Dixie Bain
C4258660,Bowness, 8736  34 AV NW,A,"$369,900 ",,96.805,Bungalow,7,2,1,0,No,1960,Southwest,15.23,,Unfinished,1,"Single Garage Detached, Over Sized, RV Parking",Seller,Negotiable,3,,Wood Frame,Laminate Flooring,"1,042",Robyn Hauck
C4258842,Midnapore, 16  MIDCREST RI SE,A,"$460,000 ",,102.937,Bungalow,6,4,2,1,Yes,1977,South,11.55,,Fully Finished,2,Double Garage Detached,Vacant,Immed,3,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,108",Laura Kitchen
C4258912,Edgemont, 329  EDGEVIEW PL NW,A,"$808,000 ",,228.913,2 Storey,10,5,3,1,Yes,1989,Southwest,10.77,2,Fully Finished,2,"Double Garage Attached, Over Sized",Seller,Negotiable,3,,Concrete,"Carpet, Ceramic Tile, Hardwood","2,464",Chris Dingle
C4258385,Lake Bonavista, 1552  LAKE TWINTREE WY SE,A,"$679,900 ",,115.85,Bungalow,6,5,3,0,Yes,1972,Northeast,14.63,,Fully Finished,2,Double Garage Detached,Vacant,Immediate,5,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,247",Michael B Burton
C4258859,Erlton, 35  27 AV SW,A,"$599,000 ",,85.935,Bungalow,5,3,3,0,Yes,1990,North,7.61,1,Fully Finished,1,Single Garage Detached,Seller,Negotiable,3,,Wood Frame,"Carpet, Non-Ceramic Tile",925,Tanya Eklund
C4258949,Canyon Meadows, 148  CANTREE PL SW,A,"$424,800 ",,116.222,Bungalow,6,5,2,1,Yes,1973,East,12.85,,Fully Finished,1,Single Garage Detached,Seller,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,251",Sylvia A Smith
C4252793,Strathcona Park, 67  Strathdale CL SW,A,"$899,900 ",,204.944,2 Sty Split,9,4,3,1,Yes,1987,North,26.85,1,Fully Finished,2,Double Garage Attached,Vacant,NEG.,3,,Wood Frame,Hardwood,"2,206",Joseph G Buggie
C4258941,Evanston, 90  EVANSPARK TC NW,A,"$589,999 ",,220.552,2 Storey,9,3,2,1,Yes,2007,South,11.6,,Unfinished,2,Double Garage Attached,Seller,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,374",Tudor Constantinescu
C4258896,Bridlewood, 40  BRIDLECREST PL SW,A,"$439,900 ",,164.996,2 Storey,8,3,3,1,Yes,2005,South,6.38,,Fully Finished,2,Double Garage Attached,Tenant,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,776",Chris Cameron
C4258908,Reunion, 2358  REUNION ST NW,A,"$419,000 ",,154.684,2 Storey,8,4,3,1,Yes,2009,South,9.8,,Fully Finished,2,"Double Garage Detached, Over Sized",Seller,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,665",Dione J Irwin
C4258938,Sundance, 1312  SUNVISTA WY SE,A,"$459,500 ",,152.733,Bungalow,8,3,3,0,Yes,1992,South,14.01,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,644",Len T Wong
C4258570,Tuscany, 358  TUSCANY DR NW,A,"$459,888 ",,158.493,2 Storey,7,3,2,1,Yes,2003,Southeast,10.2,1,Unfinished,2,Double Garage Attached,Seller,Negotiable,3,,Wood Frame,"Carpet, Laminate Flooring, Linoleum","1,706",Kelly A McKelvie
C4258682,Cranston, 224  CRANARCH CI SE,A,"$624,900 ",,211.54,2 Storey,8,3,2,1,Yes,2009,West,14.05,1,Unfinished,2,Double Garage Attached,Undisclosed,Negotiable,3,,Wood Frame,"Ceramic Tile, Hardwood, Wall to Wall Carpet","2,277",Big John Peterson
C4257770,Upper Mount Royal, 2306  CARLETON ST SW,A,"$1,350,000 ",,185.713,Bungalow,8,5,3,0,Yes,1929,West,15.22,1,Fully Finished,2,Double Garage Detached,Seller,Negotiable,3,,Wood Frame,"Carpet, Hardwood","1,999",John Hripko
C4258780,Midland, 2408  North River DR,A,"$309,900 ",,109.347,Bungalow,8,4,2,1,Yes,1977,South,13.41,1,Fully Finished,3,"Single Carport, Double Garage Detached",Owner,Negotiable,5,,Wood Frame,"Carpet, Hardwood, Linoleum","1,177",LaShaun Andrews
C4258778,Legacy, 440  LEGACY BV SE,A,"$525,000 ",,214.978,2 Storey,11,4,2,1,Yes,2018,West,10.96,,Unfinished,2,Double Garage Attached,New; Never Occupied,Negotiable,3,,Wood Frame,"Ceramic Tile, Hardwood","2,314",Gurinder Brar
C4258452,None, 50150  TWP RD 283,A,"$899,900 ",,209.218,Bungalow,10,6,4,0,Yes,2018,South,121,,Fully Finished,2,Double Garage Attached,Owner,Negotiable,4,,Wood Frame,Vinyl Plank,"2,252",Kathleen E Burk
C4258926,Evanston, 45  EVANSBOROUGH GR NW,A,"$849,900 ",,259.664,2 Storey,10,5,3,1,Yes,2014,North,11.6,1,Fully Finished,3,"Triple Garage Attached, Over Sized, Tandem",Seller,neg,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,795",Richard D Fleming
C4258932,McKenzie Towne, 173  ELGIN ESTATES PA SE,A,"$899,900 ",,244.242,2 Storey,8,4,3,1,Yes,2008,Southeast,15.77,1,Fully Finished,2,"Double Garage Attached, Insulated, Over Sized",Seller,NEGOTIABLE,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,629",Michael Ferianec
C4258611,Oakridge, 412  OAKHILL PL SW,A,"$599,900 ",,137.775,Bi-Level,7,5,2,1,Yes,1971,Southeast,10.34,2,Fully Finished,2,Double Garage Attached,Vacant,NEGOTIABLE,3,,Wood Frame,Carpet,"1,483",Leslie Dianne Schmeiler
C4258935,Westmere, 176  OAKMERE WY,A,"$499,900 ",,150.317,Bungalow,6,4,3,0,Yes,2005,West,9.2,1,Fully Finished,2,"Double Garage Attached, Insulated, Heated",Owner,neg,3,,Wood Frame,"Carpet, Ceramic Tile","1,618",Michelle L Eldjarnson
C4258875,Bowness, 7407  39 AV NW,A,"$435,000 ",,120.495,Bungalow,7,3,2,0,No,1956,North,15.24,1,Fully Finished,1,Single Garage Detached,Seller,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Laminate Flooring","1,297",Maen Shammas
C4258882,None, 207  200 4 AV SW,A,"$195,000 ",,44.036,Sng Wide Mob Hme,4,2,1,0,No,2005,West,9.15,,,,Front Drive Access,Owner,negotiable,3,Z-name Not Listed,Wood Frame,"Carpet, Laminate Flooring",474,Shelley Kohut
C4258416,Castleridge, 64  CASTLERIDGE CR NE,A,"$373,000 ",,96.898,3 Lvl Split,4,3,2,0,No,1981,North,12.2,1,Fully Finished,2,Double Garage Attached,Owner,Negotiable,4,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,043",Dianne Button
C4258879,Hawkwood, 320  HAWKWOOD BV NW,A,"$538,000 ",,163.602,5 Lvl Split,7,3,2,1,Yes,1987,Southeast,14.1,,Fully Finished,2,Double Garage Attached,Vacant,negotiable,4,,Wood Frame,Laminate Flooring,"1,761",Joy Peacock
C4258919,West Springs, 151  WEST SPRINGS RD SW,A,"$587,000 ",,168.991,2 Storey,9,4,3,1,Yes,2003,Southwest,11.5,2,Fully Finished,2,"Double Garage Detached, Rear Drive Access, RV Parking",Seller,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,819",Ian G Wisdom
