MLS,Community,Address,St,List Price,Sold Price,Tot Flr Area AG Metres,Style,Rooms Above Grade,Beds Total,Baths Full,Baths Half,Ensuite YN,Yr Built,Front Exposure,Frontage Metres,Num Finished FP,Basement Development,Enclosed Parking,Parking,Occupancy,Possession Notes,DOM,Condo Name,Construction Type,Flooring,Tot Flr Area A.G. (SF),Realtor
C4247304,Harvest Hills, 177  HARVEST OAK WY NE,A,"$474,800 ",,119.845,Bi-Level,6,5,3,0,Yes,1992,West,16.35,2,Fully Finished,2,Double Garage Attached,Owner,Negotiable,45,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,290",Sandy Bisson
C4253914,Bridlewood, 339  BRIDLEWOOD PL SW,A,"$474,500 ",,140.098,Bungalow,8,4,3,0,Yes,1998,Northeast,8,2,Fully Finished,2,"Double Garage Attached, Front Drive Access, Over Sized",Vacant,Negotiable,38,,Wood Frame,"Carpet, Hardwood, Linoleum","1,508",Simon D Hunt
C4243950,Midnapore, 267  MIDVALLEY DR SE,S,"$489,000 ","$474,500 ",135.453,Bungalow,7,3,3,0,Yes,1979,Northeast,19.8,,Fully Finished,2,"Double Garage Detached, Over Sized",Owner,,36,,Concrete,"Carpet, Ceramic Tile, Hardwood","1,458",Nathan Leech
C4243880,Chaparral, 18393  CHAPARRAL ST SE,S,"$490,000 ","$474,500 ",175.865,2 Storey,9,4,2,1,Yes,1998,Southeast,11,1,Fully Finished,2,Double Garage Attached,Seller,negotiable,35,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,893",Wanda Hutton
C4242065,Shawnessy, 34  SHAWBROOKE CL SW,A,"$474,000 ",,148.087,2 Storey,8,5,2,1,Yes,1992,South,12.19,1,Fully Finished,2,"Double Garage Attached, Insulated",Owner,Negotiable,67,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,594",Reilly Nicholls
C4242688,Evergreen, 79  EVERWOODS PA SW,A,"$473,800 ",,179.86,2 Storey,8,3,3,1,Yes,2010,North,10.36,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,74,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,936",James Schaeffler
C4242465,Haysboro, 239  HADDON RD SW,S,"$489,900 ","$473,800 ",100.242,Bungalow,6,4,2,0,No,1958,East,15.23,,Fully Finished,2,Double Garage Detached,Tenant Rights,,13,,Wood Frame,"Ceramic Tile, Hardwood, Laminate Flooring","1,079",Carmen Paradis
C4255001,Midnapore, 20  MIDPARK CL SE,S,"$499,900 ","$473,500 ",128.485,4 Lvl Split,7,4,3,0,No,1981,West,16.45,1,Fully Finished,2,Double Garage Attached,Seller,15days/Neg,12,,Wood Frame,"Carpet, Ceramic Tile","1,383",Tammy Power
C4254356,Sundance, 135  SUNRISE CI SE,S,"$485,000 ","$473,000 ",189.522,2 Sty Split,10,3,3,1,Yes,1988,East,8.09,1,Fully Finished,2,Double Garage Attached,Owner,0-30 days,19,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Linoleum","2,040",Pauline Keeley
C4241660,Douglasdale/Glen, 383  DOUGLAS WOODS DR SE,S,"$474,900 ","$473,000 ",178.095,2 Sty Split,10,4,3,1,Yes,1993,Southwest,13.39,,Fully Finished,2,Double Garage Attached,Seller,Negotiable,11,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,917",Michael B Burton
C4256037,Somerset, 93  SOMERSIDE MR SW,A,"$472,900 ",,98.849,Bi-Level,6,5,2,0,No,1995,South,8.65,,"Fully Finished, Suite",2,Double Garage Detached,Tenant Rights,Negotiable,17,,Wood Frame,Laminate Flooring,"1,064",Joanna Wood
C4249512,Chaparral, 7  CHAPARRAL VALLEY GV SE,A,"$472,000 ",,167.133,2 Storey,8,4,3,1,Yes,2009,North,10.4,1,Fully Finished,2,"Double Garage Attached, Insulated, Over Sized",Seller,NEGOTIABLE,45,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,799",Dorothea Sautter
C4245043,Citadel, 86  CITADEL MEADOW CR NW,S,"$499,900 ","$472,000 ",177.816,2 Storey,10,4,2,1,Yes,2001,Southeast,7.92,1,Fully Finished,2,"Double Garage Attached, Front Drive Access",Vacant,NEGOTIABLE,61,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Linoleum","1,914",Simon D Hunt
C4241657,Sundance, 48  SUN HARBOUR CL SE,S,"$475,000 ","$472,000 ",186.642,2 Storey,9,4,3,1,Yes,1989,South,14.39,1,Fully Finished,2,Double Garage Attached,Owner,Negotiable,18,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,009",Lisa O'Hara
C4241474,Taradale, 101  TARALEA GR NE,S,"$479,900 ","$472,000 ",184.505,2 Storey,9,5,3,1,Yes,2003,West,11,,Fully Finished,2,Double Garage Attached,Owner,negotiable,14,,Wood Frame,"Carpet, Ceramic Tile, Linoleum","1,986",Jatinder Cheema
C4246118,Willow Park, 263  99 AV SE,S,"$499,900 ","$471,000 ",100.149,Bi-Level,6,4,2,0,No,1965,North,15.35,,Fully Finished,2,"Double Garage Detached, Over Sized, Shop",Vacant,immediate,36,,Wood Frame,Hardwood,"1,078",Tracy Gibbs
C4244131,Coventry Hills, 13029  COVENTRY HILLS WY NE,S,"$489,900 ","$471,000 ",206.988,2 Storey,9,3,2,1,Yes,2009,Southeast,11,1,Unfinished,2,Double Garage Attached,Vacant,,15,,Wood Frame,"Carpet, Ceramic Tile, Linoleum, Vinyl Plank","2,228",Jessica Chan
C4258445,Sundance, 425  SUNLAKE RD SE,A,"$470,000 ",,219.251,2 Storey,10,4,2,2,Yes,1995,West,13.99,,Fully Finished,2,Double Garage Attached,Owner,Negotiable,6,,Wood Frame,"Carpet, Linoleum","2,360",Happe Dhillon
C4256067,McKenzie Lake, 271  McKerrell WY SE,A,"$470,000 ",,167.969,2 Storey,8,5,3,1,Yes,1987,South,14.24,,Fully Finished,2,Double Garage Attached,Vacant,Negotiable,25,,Wood Frame,"Ceramic Tile, Cork Flooring, Hardwood","1,808",Robbie Stevenson
C4255935,Fairview, 51  FOXWELL RD SE,A,"$470,000 ",,108.139,Bungalow,5,2,2,0,No,1959,North,7.49,1,Fully Finished,,"Front Drive Access, Parking Pad Cement or Paved",Owner,,26,,Wood Frame,"Ceramic Tile, Hardwood","1,164",Shelley J Williams
C4247787,Castleridge, 35  CASTLEBROOK DR NE,A,"$470,000 ",,167.225,2 Sty Split,7,4,3,0,Yes,1981,North,15.2,,Fully Finished,2,Double Garage Attached,Seller,negotiable,60,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,800",Amir Kanji
C4259256,Deer Ridge, 24  DEER RIDGE CO SE,S,"$485,000 ","$470,000 ",191.009,2 Storey,8,5,3,1,Yes,1979,Southwest,17.29,,Fully Finished,2,Double Garage Attached,Seller,NEG,1,,Wood Frame,"Carpet, Linoleum, Non-Ceramic Tile, Vinyl Plank","2,056",Dusko Sremac
C4255476,Somerset, 19  SOMERGLEN WY SW,S,"$479,900 ","$470,000 ",186.921,2 Storey,10,4,3,1,Yes,2000,East,12.38,1,Fully Finished,2,Double Garage Attached,Owner,Negotiable,13,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring, Linoleum","2,012",Chase Olsen
C4255437,New Brighton, 2091  BRIGHTONCREST CM SE,S,"$474,900 ","$470,000 ",199.649,2 Storey,7,3,2,1,No,2014,West,10.7,,Unfinished,2,Double Garage Attached,Vacant,Immediate,21,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,149",Justyna Lis
C4249590,Dalhousie, 68  DALZELL PL NW,S,"$474,900 ","$470,000 ",115.664,4 Lvl Split,6,4,1,2,Yes,1971,South,15.5,1,Fully Finished,2,"Double Garage Detached, Insulated, Over Sized, RV Parking, Shop",Tenant Rights,NEG,12,,Wood Frame,"Carpet, Linoleum","1,245",Rachel Qin
C4249393,Hawkwood, 107  HAWKHILL PL NW,S,"$485,000 ","$470,000 ",167.04,5 Lvl Split,7,5,3,0,Yes,1985,North,15.19,,Fully Finished,2,"Double Garage Attached, Insulated, Front and Rear Drive Access, Front Drive Access, Rear Drive Access, RV Parking",Owner,NEG,14,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,798",Karen Jackson
C4246138,Dalhousie, 6336  Dalsby RD NW,S,"$493,000 ","$470,000 ",137.496,Bungalow,7,4,2,0,Yes,1968,Northwest,16.97,,Partly Finished,2,Double Garage Detached,Vacant,negotiable,38,,Wood Frame,"Ceramic Tile, Hardwood","1,480",Vaughan Mealey
C4246071,Hidden Valley, 96  HIDDEN VALE CR NW,S,"$475,000 ","$470,000 ",169.734,2 Storey,9,4,3,1,Yes,1992,Southeast,13.99,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,18,,Wood Frame,"Ceramic Tile, Laminate Flooring, Wall to Wall Carpet","1,827",Jack Clarke
C4245101,Killarney/Glengarry, 2238  24A ST SW,S,"$479,900 ","$470,000 ",99.406,1 & Half St,5,2,1,0,No,1947,West,12.7,1,Unfinished,,Rear Drive Access,Seller,,20,,Wood Frame,"Carpet, Hardwood, Linoleum, Wall to Wall Carpet","1,070",Douglas J Hayden
C4244140,Monterey Park, 11  ANAHEIM CI NE,S,"$499,900 ","$470,000 ",189.987,2 Storey,8,6,3,1,Yes,1997,North,12.24,,"Fully Finished, Suite",2,Double Garage Attached,Seller,nego,61,,Wood Frame,"Carpet, Vinyl Plank","2,045",Kuldeep S Nahal
C4241782,Rosemont, 112  ROSERY DR NW,S,"$479,900 ","$470,000 ",96.619,Bungalow,6,5,2,0,No,1959,South,15.2,1,Fully Finished,1,Single Garage Attached,Vacant,,16,,Wood Frame,"Carpet, Hardwood","1,040",Linda Bidulka
C4239655,Kincora, 46  KINCORA HT NW,S,"$474,900 ","$470,000 ",180.232,2 Storey,7,3,2,1,Yes,2005,East,11,1,Unfinished,2,Double Garage Attached,Vacant,negotiable,9,,Wood Frame,Carpet,"1,940",Jay Schultz
C4258680,Riverbend, 180  RIVERWOOD CL SE,A,"$469,900 ",,184.784,2 Storey,8,4,2,1,Yes,1991,North,11.24,,Fully Finished,2,Single Garage Attached,Seller,"IMM, NEG",5,,Wood Frame,"Carpet, Ceramic Tile","1,989",Ross Aitken
C4258566,Southwood, 824  104 AV SW,A,"$469,900 ",,90.673,3 Lvl Split,6,3,2,0,No,1962,South,15.5,2,Fully Finished,2,Double Garage Detached,Seller,Negotiable,5,,Wood Frame,"Carpet, Ceramic Tile, Hardwood",976,Dorothy Rice
C4258392,Citadel, 31  CITADEL CREST PA NW,A,"$469,900 ",,181.625,2 Storey,9,3,3,1,Yes,1997,North,12.84,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,6,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Laminate Flooring","1,955",Jessica Chan
C4258371,Chaparral, 30  CHAPMAN PL SE,A,"$469,900 ",,171.871,2 Storey,8,4,2,1,Yes,2002,North,6.6,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,6,,Wood Frame,"Carpet, Linoleum","1,850",Scot Rose
C4258061,Citadel, 148  CITADEL CL NW,A,"$469,900 ",,165.553,4 Lvl Split,6,3,2,1,Yes,1994,North,11.6,1,Fully Finished,2,Double Garage Attached,Seller,negotiable,10,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,782",Kevin C Shapkin
C4258005,Rundle, 4616  RUNDLEHILL RD NE,A,"$469,900 ",,97.177,Bungalow,4,5,2,0,No,1976,South,16.15,,Fully Finished,3,"Triple Garage Detached, Parking Pad Gravel",Seller,Negotiable,10,,Wood Frame,"Ceramic Tile, Hardwood, Laminate Flooring","1,046",Beira Zamora
C4257854,Tuscany, 47  TUSCARORA WY NW,A,"$469,900 ",,170.013,2 Storey,8,3,2,1,Yes,1999,South,11.25,1,Unfinished,2,Double Garage Attached,Owner,Negotiable,10,,Wood Frame,"Carpet, Laminate Flooring, Non-Ceramic Tile","1,830",Brad Van De Walle
C4257548,Woodbine, 20  WOODFIELD RD SW,A,"$469,900 ",,195.468,2 Storey,10,5,2,1,Yes,1980,West,17,,Fully Finished,2,Double Garage Attached,Vacant,Negotiable,13,,Wood Frame,"Carpet, Hardwood, Marble","2,104",Ravinder Saini
C4257168,Kingsland, 720  80 AV SW,A,"$469,900 ",,115.014,Bungalow,6,3,1,1,Yes,1958,South,21.33,1,Partly Finished,1,Single Garage Attached,Seller,NEG.,11,,Wood Frame,"Carpet, Carpet Over Hardwood, Hardwood, Linoleum","1,238",Debbie Payne
C4256875,Edgemont, 196  EDGEDALE DR NW,A,"$469,900 ",,168.433,2 Sty Split,8,4,3,1,Yes,1979,Northwest,16.03,,Fully Finished,2,Double Garage Detached,Vacant,NEG,18,,Wood Frame,"Carpet, Ceramic Tile","1,813",Mark Wang
C4256492,Whitehorn, 91  Whitehaven CR NE,A,"$469,900 ",,177.073,2 Sty Split,9,3,3,1,Yes,1986,South,0,1,Fully Finished,2,Double Garage Attached,Vacant,Immediate,16,,Wood Frame,"Hardwood, Laminate Flooring, Linoleum","1,906",Melissa Jickling
C4256063,Cranston, 145  CRANFIELD MR SE,A,"$469,900 ",,172.8,2 Storey,8,3,2,1,Yes,2006,North,11.74,,Partly Finished,2,"Double Garage Attached, Insulated, Heated, Over Sized",Seller,Negotiable,18,,Wood Frame,"Carpet, Ceramic Tile","1,860",Jared Chamberlain
C4254931,Evanston, 80  EVANSBROOKE LD NW,A,"$469,900 ",,192.402,2 Storey,9,3,2,1,Yes,2003,Southeast,6.5,,Unfinished,2,"Double Garage Attached, Front Drive Access",Seller,Negotiable,32,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Non-Ceramic Tile","2,071",Tony Nicastro
C4254878,Legacy, 25  LEGACY TC SE,A,"$469,900 ",,166.482,2 Storey,8,4,3,1,Yes,2014,West,10,,Fully Finished,2,Double Garage Attached,Seller,NEGOIABLE,32,,Wood Frame,"Carpet, Hardwood","1,792",Cyril Lewis
C4254456,New Brighton, 1508  NEW BRIGHTON DR SE,A,"$469,900 ",,177.816,2 Storey,8,3,2,1,Yes,2008,South,11.02,,Unfinished,2,Double Garage Attached,Seller,neg,32,,Wood Frame,"Carpet, Ceramic Tile","1,914",Veng Do
C4254163,West Springs, 128  WESTON MR SW,A,"$469,900 ",,161.744,2 Storey,7,3,2,1,Yes,2003,South,11.06,,Unfinished,2,"Double Garage Attached, Front Drive Access",Seller,negotiable,37,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,741",Craig Durkovich
C4254134,Deer Run, 14840  DEER RUN DR SE,A,"$469,900 ",,168.805,2 Sty Split,8,4,2,1,Yes,1979,Northwest,17,1,Partly Finished,2,Double Garage Attached,Seller,Negotiable,39,,Wood Frame,"Ceramic Tile, Laminate Flooring","1,817",Tony Higgins
C4253803,Mahogany, 137  MARQUIS CM SE,A,"$469,900 ",,147.251,2 Storey,9,3,2,1,Yes,2013,North,11.53,1,Unfinished,2,"Double Garage Detached, Insulated, Heated, Over Sized, Parking Pad Gravel, RV Parking, Shop",Seller,negotiable,39,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,585",Michael R Laprairie
C4253669,Panorama Hills, 679  PANORAMA HILLS DR NW,A,"$469,900 ",,161.187,2 Storey,8,5,3,1,Yes,1998,North,11.5,1,Fully Finished,2,"Double Garage Attached, Insulated",Vacant,Negotiable,40,,Wood Frame,"Ceramic Tile, Hardwood, Laminate Flooring","1,735",John Vuong
C4249351,Monterey Park, 128  ELDORADO CL NE,A,"$469,900 ",,184.598,4 Lvl Split,6,4,3,0,Yes,1992,North,11.9,,Fully Finished,2,Double Garage Attached,Seller,Negotiable,47,,Concrete,"Carpet, Ceramic Tile, Hardwood","1,987",Garry Lam
C4249022,North Glenmore Park, 2132  54 AV SW,A,"$469,900 ",,86.214,Bungalow,6,3,1,0,No,1966,South,15.2,,Unfinished,1,Single Garage Detached,Vacant,Negotiable,49,,Wood Frame,"Carpet, Linoleum",928,Tanya Eklund
C4247668,Mahogany, 452  MARQUIS HT SE,A,"$469,900 ",,146.044,2 Storey,8,4,3,1,Yes,2014,East,8.23,,Fully Finished,,2 Outdoor Stalls,Seller,30 days,56,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,572",Randy Gallant
C4246048,Douglasdale/Glen, 85  DOUGLAS RIDGE CI SE,A,"$469,900 ",,194.167,2 Storey,8,4,3,1,Yes,1997,North,10.96,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,61,,Wood Frame,"Ceramic Tile, Hardwood, Laminate Flooring","2,090",Erick Dillmann
C4245329,Coventry Hills, 25  COVEBROOK CL NE,A,"$469,900 ",,166.482,2 Storey,9,4,3,1,Yes,2005,North,9.75,1,"Fully Finished, Suite",2,"Double Garage Attached, Parking Pad Gravel",Seller,Negotiable,67,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,792",Jessica Chan
C4244664,McKenzie Towne, 4520  ELGIN AV SE,A,"$469,900 ",,124.49,Bungalow,5,2,2,1,Yes,2007,Southeast,11,2,Fully Finished,2,Double Garage Detached,Vacant,Negotiable,70,,Wood Frame,"Hardwood, Laminate Flooring, Wall to Wall Carpet","1,340",Victor Shilmar
C4243955,Deer Ridge, 42  DEERFIELD MR SE,A,"$469,900 ",,163.974,2 Storey,8,3,3,1,Yes,1988,North,7.62,1,Fully Finished,2,Double Garage Attached,Owner,Negotiable,73,,Wood Frame,"Carpet, Hardwood, Linoleum","1,765",Errol Biebrick
C4243836,Thorncliffe, 407  BLACKTHORN RD NW,A,"$469,900 ",,88.258,Bungalow,5,3,2,0,No,1956,North,18.29,2,Fully Finished,1,"Single Garage Detached, Over Sized",Tenant,Negotiable,70,,Wood Frame,"Carpet, Ceramic Tile, Hardwood",950,Scott M Thibeault
C4242154,Somerset, 5  SOMERSIDE CR SW,A,"$469,900 ",,193.517,2 Storey,8,4,2,2,Yes,2002,North,9.97,2,Fully Finished,2,Double Garage Attached,Seller,Negotiable,86,,Wood Frame,"Carpet, Hardwood, Laminate Flooring, Linoleum","2,083",John Paul Darel
C4240928,Woodbine, 205  WOOD VALLEY DR SW,A,"$469,900 ",,184.505,2 Storey,9,3,2,1,Yes,1986,Southwest,18.54,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,94,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,986",Adil Thobani
C4247623,Saddle Ridge, 47  SADDLECREST GD NE,S,"$479,900 ","$469,900 ",187.571,2 Storey,9,6,3,1,Yes,2006,West,10.97,,Fully Finished,2,Double Garage Attached,Vacant,,14,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,019",Harkanwal Sidhu
C4247320,Valley Ridge, 36  Valley Meadow CR NW,S,"$469,900 ","$469,900 ",177.909,2 Storey,8,3,2,1,Yes,1994,North,11.7,,Unfinished,2,Double Garage Attached,Seller,Negotiable,8,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,915",Afaf Jomaa
C4247285,Edgemont, 13  EDGEFORD WY NW,S,"$469,900 ","$469,900 ",104.98,4 Lvl Split,6,3,2,1,Yes,1979,North,11.4,1,Fully Finished,2,Double Garage Detached,Owner,Negotiable,26,,Wood Frame,"Carpet, Linoleum","1,130",Colum Cavilla
C4257339,Evergreen, 61  EVEROAK PA SW,A,"$469,888 ",,174.193,2 Storey,7,3,2,1,Yes,2008,East,9.2,,Unfinished,2,Double Garage Attached,Seller,Neg,13,,Wood Frame,"Carpet, Ceramic Tile, Linoleum","1,875",Diana Arvatescu
C4256671,Copperfield, 66  COPPERSTONE CR SE,A,"$469,888 ",,187.292,2 Storey,7,5,2,1,Yes,2007,Northwest,10.3,,Fully Finished,2,Double Garage Attached,Vacant,negotiable,20,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Linoleum","2,016",Amy Raike
C4255756,Somerset, 626  SOMERSET DR SW,A,"$469,500 ",,177.073,2 Storey,8,4,3,1,Yes,2002,East,11.69,1,Fully Finished,2,Single Garage Attached,Seller,Negotiable,26,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Laminate Flooring, Non-Ceramic Tile","1,906",Jeffrey Tincher
C4241854,Skyview Ranch, 454  SKYVIEW RANCH WY NE,A,"$469,500 ",,168.991,2 Storey,8,3,2,1,Yes,2010,West,9.78,1,Unfinished,2,Double Garage Attached,Seller,negotiable,76,,Wood Frame,"Carpet, Ceramic Tile, Linoleum","1,819",Doug McNaughton
C4244273,Deer Run, 123  DEERCROSS RD SE,S,"$479,000 ","$469,500 ",172.893,2 Storey,7,4,3,1,Yes,1981,North,14.33,,Fully Finished,2,Double Garage Attached,Owner,negotiable,29,,Wood Frame,"Ceramic Tile, Hardwood, Laminate Flooring","1,861",Robert C Walker
C4258419,Somerset, 51  Somerset SQ SW,A,"$469,000 ",,191.287,2 Storey,7,3,2,1,Yes,1997,East,12.8,,Partly Finished,2,Double Garage Attached,Vacant,Negotiable,3,,Wood Frame,"Carpet, Ceramic Tile","2,059",Min Hu
C4257533,Shawnessy, 32  SHAWBROOKE MR SW,A,"$469,000 ",,201.507,2 Storey,10,4,2,1,Yes,1997,West,10.99,1,Unfinished,2,Double Garage Attached,Vacant,Negotiable,9,,Wood Frame,"Carpet, Hardwood, Laminate Flooring","2,169",Xian Jin Meng
C4255414,Shawnessy, 30  SHAWBROOKE RI SW,A,"$469,000 ",,161.651,2 Storey,8,4,3,1,Yes,1992,North,9.02,1,Fully Finished,2,Double Garage Attached,Vacant,Negotiable,28,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,740",Spencer Tonkinson
C4248161,Highwood, 9  HIGHWOOD PL NW,A,"$469,000 ",,107.21,Bungalow,7,3,1,0,No,1955,Northeast,18.6,,Unfinished,1,Single Garage Detached,Vacant,negotiable,42,,Wood Frame,"Ceramic Tile, Hardwood, Linoleum","1,154",Tony Dimarzo
C4242250,Cornerstone, 324  CORNERSTONE PS NE,A,"$469,000 ",,170.477,2 Storey,9,4,2,1,Yes,2017,East,8.6,,Unfinished,2,Double Garage Detached,Owner,NEGOTIABLE,80,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,835",Robert Vanovermeire
C4241509,Cornerstone, 1076  CORNERSTONE ST NE,A,"$469,000 ",,147.437,2 Storey,7,3,2,1,Yes,2016,West,9.82,,Unfinished,2,Double Garage Detached,Vacant,Negotiable,88,,Wood Frame,"Carpet, Laminate Flooring","1,587",Harminder Saini
C4254058,Haysboro, 64  HOLLYBURN RD SW,S,"$489,500 ","$469,000 ",99.035,Bungalow,6,4,2,0,No,1958,South,15.53,1,Fully Finished,1,"Single Garage Detached, Over Sized, Rear Drive Access",Owner,Negotiable,27,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,066",Justin Havre
C4248679,Canyon Meadows, 440  CANTERBURY DR SW,S,"$480,000 ","$469,000 ",108.511,Bi-Level,6,4,2,1,Yes,1971,West,17.08,,Fully Finished,2,"Single Garage Attached, Double Garage Detached, Over Sized",Vacant,FLEXIBLE,16,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,168",Craig Hill
C4247994,Skyview Ranch, 18  Skyview Point RD NE,S,"$479,000 ","$469,000 ",142.235,2 Storey,5,4,3,1,Yes,2011,South,9.18,1,Fully Finished,2,Double Garage Detached,Seller,Negotiable,41,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring","1,531",Anthony Lewis
C4253638,Hidden Valley, 288  Hidden Creek BV NW,A,"$468,888 ",,137.125,Bungalow,7,3,2,1,Yes,2000,West,12.26,2,Fully Finished,2,Double Garage Attached,Vacant,Negotiable,38,,Wood Frame,"Carpet, Hardwood","1,476",Tanja van de Kamp
C4253011,Mount Pleasant, 524  17 AV NW,A,"$468,800 ",,107.582,1 & Half St,6,2,2,1,No,1912,South,7.6,,Partly Finished,,Stall,Seller,Negotiable,45,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,158",Mark Faheem
C4248418,Tuscany, 62  TUSCANY HILLS PA NW,S,"$479,900 ","$468,500 ",158.307,2 Storey,7,4,2,1,Yes,1995,South,11.4,,Fully Finished,2,"Double Garage Attached, Insulated",Seller,negotiable,20,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,704",Jeff Neustaedter
C4242669,Deer Run, 14008  DEER RUN BV SE,S,"$475,000 ","$468,500 ",199.184,2 Sty Split,9,4,3,1,Yes,1985,West,16.25,,Fully Finished,1,"Single Garage Attached, Front Drive Access, Over Sized",Seller,negotiable,15,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,144",Eric Mortimer
C4255497,Mount Pleasant, 612  17 AV NW,A,"$468,000 ",,86.307,Bungalow,5,4,2,0,No,1920,South,11.4,,Fully Finished,2,Double Garage Detached,Vacant,Negotiable,26,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring",929,Gurinder Brar
C4255686,Cougar Ridge, 172  COUGAR RIDGE CI SW,S,"$464,900 ","$468,000 ",138.89,2 Storey,7,3,2,1,Yes,2003,East,9.85,1,Unfinished,2,Double Garage Attached,Seller,,9,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,495",Daniel Weiner
C4252810,Woodbine, 19  Woodglen RI SW,S,"$472,500 ","$468,000 ",144,Bungalow,7,4,3,0,Yes,1978,North,13.8,1,Fully Finished,2,Double Garage Attached,Vacant,NEG.,24,,Wood Frame,Hardwood,"1,550",Joseph G Buggie
C4252610,Braeside, 987  BRACEWOOD RI SW,S,"$475,000 ","$468,000 ",100.335,4 Lvl Split,6,5,2,1,Yes,1978,West,16.16,1,Fully Finished,2,"Double Garage Detached, Over Sized",Seller,Negotiable,13,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,080",Grant W Hunter
C4244851,Kincora, 119  KINCORA GLEN GR NW,S,"$474,500 ","$468,000 ",182.926,2 Storey,10,3,2,1,Yes,2008,East,8.5,,Unfinished,2,Double Garage Attached,Seller,negotiable,19,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","1,969",Christopher Marshall
C4244302,Royal Oak, 168  ROYAL OAK TC NW,S,"$489,990 ","$468,000 ",171.127,2 Storey,7,3,2,1,Yes,2006,East,11.3,1,Fully Finished,2,Double Garage Attached,Seller,Negotiable,47,,Wood Frame,"Carpet, Ceramic Tile, Hardwood, Laminate Flooring","1,842",Justin Vroon
C4243074,McKenzie Towne, 9  ELGIN MEADOWS CI SE,S,"$485,000 ","$468,000 ",192.867,2 Storey,9,3,2,1,Yes,2009,North,11.03,1,Unfinished,2,Double Garage Detached,Seller,Negotiable,27,,Wood Frame,"Carpet, Ceramic Tile, Hardwood","2,076",Justin Havre
C4242415,Mount Pleasant, 437  20 AV NW,S,"$489,900 ","$467,000 ",88.908,Bungalow,4,4,2,0,No,1911,North,10.3,,"Fully Finished, Suite",1,Single Garage Detached,Seller,neg,40,,Wood Frame,"Carpet, Ceramic Tile, Laminate Flooring",957,Sean Cochlan
C4258788,Monterey Park, 4  DEL RAY CR NE,A,"$466,900 ",,173.264,2 Storey,7,5,3,1,Yes,1992,South,15.2,,Fully Finished,2,Double Garage Attached,Vacant,Negotiable,4,,Wood Frame,"Hardwood, Wall to Wall Carpet","1,865",Ravinder Saini
C4245786,Taradale, 64  TARACOVE CR NE,S,"$489,900 ","$466,500 ",146.044,Bi-Level,6,5,4,0,No,2002,Southeast,12.4,,Fully Finished,2,Double Garage Attached,Tenant,Negotiable,25,,Wood Frame,"Carpet, Hardwood","1,572",Raj Brar
C4243983,Canyon Meadows, 407  CANTRELL PL SW,A,"$466,000 ",,108.975,4 Lvl Split,6,4,2,1,Yes,1972,North,16.76,1,Partly Finished,,"Front Drive Access, Parking Pad Cement or Paved",Seller,Negotiable,74,,Wood Frame,"Carpet, Hardwood, Laminate Flooring","1,173",Len T Wong
